State,Gender,Year,Top Name,Occurences
GA,M,1975,Michael,1597
GA,M,1976,Michael,1573
GA,M,1977,Michael,1617
GA,M,1978,Michael,1480
GA,M,1979,Michael,1464
GA,M,1980,James,1446
GA,M,1981,Michael,1431
GA,M,1982,Christopher,1717
GA,M,1983,Christopher,1803
GA,M,1984,Christopher,1781
GA,M,1985,Christopher,1864
GA,M,1986,Christopher,1817
GA,M,1987,Christopher,1758
GA,M,1988,Christopher,1729
GA,M,1989,Christopher,1816
GA,M,1990,Christopher,1719
GA,M,1991,Christopher,1583
GA,M,1992,Christopher,1540
GA,M,1993,Christopher,1324
GA,M,1994,Christopher,1199
GA,M,1995,Christopher,1157
GA,M,1996,Christopher,1100
GA,M,1997,Christopher,1080
GA,M,1998,William,1146
GA,M,1999,William,1178
GA,M,2000,William,1106
GA,M,2001,William,1120
GA,M,2002,William,1112
GA,M,2003,William,1170
GA,M,2004,William,1175
GA,M,2005,William,1032
GA,M,2006,William,1014
GA,M,2007,William,994
GA,M,2008,William,913
GA,M,2009,William,892
GA,M,2010,William,792
GA,M,2011,William,828
GA,M,2012,William,776
HI,F,1910,Mary,47
HI,F,1911,Mary,56
HI,F,1912,Mary,62
HI,F,1913,Mary,60
HI,F,1914,Mary,79
HI,F,1915,Mary,92
HI,F,1916,Mary,86
HI,F,1917,Mary,88
HI,F,1918,Mary,103
HI,F,1919,Mary,100
HI,F,1920,Mary,102
HI,F,1921,Mary,121
HI,F,1922,Mary,101
HI,F,1923,Mary,102
HI,F,1924,Mary,120
HI,F,1925,Mary,100
HI,F,1926,Mary,112
HI,F,1927,Helen,102
HI,F,1928,Helen,114
HI,F,1929,Helen,109
HI,F,1930,Mary,122
HI,F,1931,Mary,114
HI,F,1932,Mary,101
HI,F,1933,Mary,92
HI,F,1934,Helen,80
HI,F,1935,Shirley,147
HI,F,1936,Shirley,92
HI,F,1937,Barbara,88
HI,F,1938,Barbara,83
HI,F,1939,Barbara,93
HI,F,1940,Barbara,90
HI,F,1941,Patricia,138
HI,F,1942,Patricia,117
HI,F,1943,Patricia,144
HI,F,1944,Patricia,185
HI,F,1945,Carol,126
HI,F,1946,Patricia,143
HI,F,1947,Linda,167
HI,F,1948,Linda,204
HI,F,1949,Linda,176
HI,F,1950,Linda,179
HI,F,1951,Linda,164
HI,F,1952,Linda,151
HI,F,1953,Debra,158
HI,F,1954,Debra,151
HI,F,1955,Debra,151
HI,F,1956,Susan,127
HI,F,1957,Karen,145
HI,F,1958,Susan,127
HI,F,1959,Susan,134
HI,F,1960,Susan,150
HI,F,1961,Lisa,183
HI,F,1962,Lisa,169
HI,F,1963,Lisa,198
HI,F,1964,Lisa,180
HI,F,1965,Lisa,183
HI,F,1966,Lisa,180
HI,F,1967,Lisa,160
HI,F,1968,Michelle,154
HI,F,1969,Michelle,172
HI,F,1970,Michelle,157
HI,F,1971,Jennifer,166
HI,F,1972,Jennifer,179
HI,F,1973,Jennifer,233
HI,F,1974,Jennifer,203
HI,F,1975,Jennifer,215
HI,F,1976,Jennifer,232
HI,F,1977,Jennifer,210
HI,F,1978,Jennifer,206
HI,F,1979,Jennifer,209
HI,F,1980,Jennifer,220
HI,F,1981,Jennifer,243
HI,F,1982,Jennifer,215
HI,F,1983,Jennifer,219
HI,F,1984,Jennifer,200
HI,F,1985,Ashley,165
HI,F,1986,Ashley,209
HI,F,1987,Ashley,213
HI,F,1988,Ashley,168
HI,F,1989,Ashley,155
HI,F,1990,Ashley,186
HI,F,1991,Ashley,157
HI,F,1992,Ashley,150
HI,F,1993,Ashley,114
HI,F,1994,Ashley,109
HI,F,1995,Jessica,103
HI,F,1996,Taylor,109
HI,F,1997,Taylor,89
HI,F,1998,Taylor,77
HI,F,1999,Taylor,75
HI,F,2000,Kayla,63
HI,F,2001,Taylor,65
HI,F,2002,Kayla,74
HI,F,2003,Emma,59
HI,F,2004,Emma,61
HI,F,2005,Emma,53
HI,F,2006,Isabella,58
HI,F,2007,Sophia,59
HI,F,2008,Chloe,65
HI,F,2009,Isabella,81
HI,F,2010,Isabella,70
HI,F,2011,Sophia,68
HI,F,2012,Sophia,94
HI,M,1910,John,22
HI,M,1911,John,27
HI,M,1912,John,44
HI,M,1913,George,57
HI,M,1914,George,66
HI,M,1915,George,86
HI,M,1916,John,112
HI,M,1917,John,98
HI,M,1918,John,102
HI,M,1919,John,87
HI,M,1920,John,88
HI,M,1921,John,99
HI,M,1922,John,89
HI,M,1923,George,111
HI,M,1924,John,116
HI,M,1925,George,126
HI,M,1926,George,127
HI,M,1927,George,173
HI,M,1928,George,230
HI,M,1929,George,194
HI,M,1930,George,190
HI,M,1931,George,167
HI,M,1932,George,198
HI,M,1933,George,151
HI,M,1934,Richard,145
HI,M,1935,Richard,145
HI,M,1936,Richard,141
HI,M,1937,Robert,166
HI,M,1938,Robert,201
HI,M,1939,Robert,162
HI,M,1940,Robert,169
HI,M,1941,Robert,189
HI,M,1942,Robert,181
HI,M,1943,Robert,206
HI,M,1944,Robert,200
HI,M,1945,Robert,195
HI,M,1946,Robert,196
HI,M,1947,Robert,215
HI,M,1948,Michael,225
HI,M,1949,Michael,250
HI,M,1950,Michael,219
HI,M,1951,Michael,241
HI,M,1952,Michael,236
HI,M,1953,Michael,284
HI,M,1954,Michael,290
HI,M,1955,Michael,309
HI,M,1956,Michael,304
HI,M,1957,Michael,325
HI,M,1958,Michael,308
HI,M,1959,Michael,260
HI,M,1960,Michael,245
HI,M,1961,Michael,283
HI,M,1962,Michael,288
HI,M,1963,Michael,269
HI,M,1964,Michael,307
HI,M,1965,Michael,243
HI,M,1966,Michael,234
HI,M,1967,Michael,254
HI,M,1968,Michael,252
HI,M,1969,Michael,253
HI,M,1970,Michael,267
HI,M,1971,Michael,236
HI,M,1972,Michael,236
HI,M,1973,Michael,216
HI,M,1974,Michael,232
HI,M,1975,Michael,234
HI,M,1976,Michael,230
HI,M,1977,Michael,207
HI,M,1978,Jason,204
HI,M,1979,Michael,233
HI,M,1980,Michael,226
HI,M,1981,Michael,212
HI,M,1982,Christopher,263
HI,M,1983,Christopher,267
HI,M,1984,Christopher,242
HI,M,1985,Christopher,239
HI,M,1986,Michael,246
HI,M,1987,Christopher,232
HI,M,1988,Michael,199
HI,M,1989,Joshua,221
HI,M,1990,Joshua,212
HI,M,1991,Joshua,194
HI,M,1992,Joshua,182
HI,M,1993,Joshua,179
HI,M,1994,Joshua,155
HI,M,1995,Joshua,145
HI,M,1996,Joshua,152
HI,M,1997,Joshua,161
HI,M,1998,Joshua,135
HI,M,1999,Joshua,126
HI,M,2000,Joshua,131
HI,M,2001,Joshua,108
HI,M,2002,Joshua,124
HI,M,2003,Joshua,104
HI,M,2004,Joshua,113
HI,M,2005,Joshua,95
HI,M,2006,Noah,96
HI,M,2007,Noah,100
HI,M,2008,Ethan,87
HI,M,2009,Ethan,86
HI,M,2010,Noah,88
HI,M,2011,Noah,90
HI,M,2012,Ethan,85
IA,F,1910,Helen,249
IA,F,1911,Helen,281
IA,F,1912,Mary,402
IA,F,1913,Mary,480
IA,F,1914,Mary,624
IA,F,1915,Mary,867
IA,F,1916,Mary,982
IA,F,1917,Mary,1077
IA,F,1918,Mary,1070
IA,F,1919,Mary,1075
IA,F,1920,Mary,1214
IA,F,1921,Mary,1215
IA,F,1922,Mary,1144
IA,F,1923,Mary,1204
IA,F,1924,Mary,1158
IA,F,1925,Mary,1123
IA,F,1926,Betty,1054
IA,F,1927,Mary,1170
IA,F,1928,Mary,1101
IA,F,1929,Mary,1024
IA,F,1930,Mary,1140
IA,F,1931,Mary,1118
IA,F,1932,Mary,1077
IA,F,1933,Mary,1059
IA,F,1934,Mary,1091
IA,F,1935,Shirley,1098
IA,F,1936,Mary,1072
IA,F,1937,Mary,1100
IA,F,1938,Mary,1087
IA,F,1939,Mary,1028
IA,F,1940,Mary,1098
IA,F,1941,Mary,1091
IA,F,1942,Mary,1192
IA,F,1943,Mary,1242
IA,F,1944,Mary,1173
IA,F,1945,Mary,1079
IA,F,1946,Mary,1296
IA,F,1947,Linda,2365
IA,F,1948,Linda,2146
IA,F,1949,Linda,1854
IA,F,1950,Linda,1476
IA,F,1951,Mary,1362
IA,F,1952,Mary,1222
IA,F,1953,Mary,1215
IA,F,1954,Mary,1275
IA,F,1955,Debra,1238
IA,F,1956,Debra,1170
IA,F,1957,Mary,966
IA,F,1958,Mary,831
IA,F,1959,Mary,832
IA,F,1960,Mary,789
IA,F,1961,Lori,786
IA,F,1962,Lisa,800
IA,F,1963,Lisa,858
IA,F,1964,Lisa,806
IA,F,1965,Lisa,879
IA,F,1966,Lisa,810
IA,F,1967,Lisa,743
IA,F,1968,Lisa,708
IA,F,1969,Michelle,609
IA,F,1970,Jennifer,770
IA,F,1971,Jennifer,929
IA,F,1972,Jennifer,1066
IA,F,1973,Jennifer,1046
IA,F,1974,Jennifer,1052
IA,F,1975,Jennifer,1002
IA,F,1976,Jennifer,995
IA,F,1977,Jennifer,938
IA,F,1978,Jennifer,937
IA,F,1979,Jennifer,947
IA,F,1980,Jennifer,880
IA,F,1981,Jennifer,812
IA,F,1982,Jennifer,775
IA,F,1983,Jennifer,713
IA,F,1984,Ashley,708
IA,F,1985,Ashley,692
IA,F,1986,Ashley,655
IA,F,1987,Ashley,732
IA,F,1988,Ashley,603
IA,F,1989,Ashley,551
IA,F,1990,Ashley,573
IA,F,1991,Ashley,500
IA,F,1992,Ashley,407
IA,F,1993,Ashley,355
IA,F,1994,Emily,372
IA,F,1995,Emily,332
IA,F,1996,Emily,375
IA,F,1997,Emily,298
IA,F,1998,Emily,318
IA,F,1999,Emily,329
IA,F,2000,Madison,296
IA,F,2001,Madison,329
IA,F,2002,Emma,319
IA,F,2003,Emma,384
IA,F,2004,Emma,355
IA,F,2005,Emma,316
IA,F,2006,Emma,316
IA,F,2007,Ava,282
IA,F,2008,Emma,250
IA,F,2009,Ava,215
IA,F,2010,Ava,208
IA,F,2011,Emma,202
IA,F,2012,Emma,243
IA,M,1910,John,124
IA,M,1911,John,120
IA,M,1912,John,342
IA,M,1913,John,461
IA,M,1914,John,592
IA,M,1915,John,812
IA,M,1916,Robert,861
IA,M,1917,Robert,961
IA,M,1918,Robert,1070
IA,M,1919,Robert,1132
IA,M,1920,Robert,1388
IA,M,1921,Robert,1593
IA,M,1922,Robert,1644
IA,M,1923,Robert,1582
IA,M,1924,Robert,1667
IA,M,1925,Robert,1599
IA,M,1926,Robert,1575
IA,M,1927,Robert,1491
IA,M,1928,Robert,1407
IA,M,1929,Robert,1406
IA,M,1930,Robert,1384
IA,M,1931,Robert,1349
IA,M,1932,Robert,1274
IA,M,1933,Robert,1148
IA,M,1934,Robert,1082
IA,M,1935,Robert,1109
IA,M,1936,Robert,1183
IA,M,1937,Robert,1164
IA,M,1938,Robert,1127
IA,M,1939,Robert,1115
IA,M,1940,Robert,1095
IA,M,1941,Robert,1096
IA,M,1942,Robert,1146
IA,M,1943,Robert,1156
IA,M,1944,Robert,1104
IA,M,1945,James,995
IA,M,1946,James,1351
IA,M,1947,James,1429
IA,M,1948,James,1296
IA,M,1949,James,1336
IA,M,1950,David,1412
IA,M,1951,Michael,1515
IA,M,1952,Michael,1443
IA,M,1953,David,1442
IA,M,1954,David,1528
IA,M,1955,David,1597
IA,M,1956,David,1492
IA,M,1957,David,1468
IA,M,1958,David,1392
IA,M,1959,David,1427
IA,M,1960,David,1440
IA,M,1961,David,1426
IA,M,1962,David,1292
IA,M,1963,David,1298
IA,M,1964,David,1173
IA,M,1965,Michael,1126
IA,M,1966,Michael,1106
IA,M,1967,Michael,1203
IA,M,1968,Michael,1113
IA,M,1969,Michael,1136
IA,M,1970,Michael,1088
IA,M,1971,Michael,919
IA,M,1972,Jason,849
IA,M,1973,Jason,972
IA,M,1974,Jason,1019
IA,M,1975,Jason,930
IA,M,1976,Jason,920
IA,M,1977,Jason,914
IA,M,1978,Jason,814
IA,M,1979,Matthew,829
IA,M,1980,Joshua,828
IA,M,1981,Matthew,823
IA,M,1982,Matthew,858
IA,M,1983,Matthew,823
IA,M,1984,Matthew,738
IA,M,1985,Matthew,690
IA,M,1986,Matthew,612
IA,M,1987,Michael,588
IA,M,1988,Matthew,574
IA,M,1989,Michael,555
IA,M,1990,Jacob,524
IA,M,1991,Jacob,525
IA,M,1992,Jacob,517
IA,M,1993,Jacob,549
IA,M,1994,Jacob,525
IA,M,1995,Jacob,541
IA,M,1996,Jacob,553
IA,M,1997,Jacob,513
IA,M,1998,Jacob,507
IA,M,1999,Jacob,480
IA,M,2000,Jacob,482
IA,M,2001,Jacob,433
IA,M,2002,Jacob,377
IA,M,2003,Jacob,333
IA,M,2004,Jacob,297
IA,M,2005,Ethan,286
IA,M,2006,Ethan,253
IA,M,2007,Ethan,261
IA,M,2008,Ethan,237
IA,M,2009,Jacob,207
IA,M,2010,Mason,182
IA,M,2011,Carter,195
IA,M,2012,Liam,198
ID,F,1910,Mary,53
ID,F,1911,Mary,50
ID,F,1912,Mary,77
ID,F,1913,Mary,91
ID,F,1914,Mary,93
ID,F,1915,Mary,149
ID,F,1916,Mary,171
ID,F,1917,Mary,199
ID,F,1918,Mary,214
ID,F,1919,Mary,185
ID,F,1920,Mary,209
ID,F,1921,Mary,207
ID,F,1922,Mary,223
ID,F,1923,Mary,195
ID,F,1924,Mary,180
ID,F,1925,Betty,219
ID,F,1926,Betty,175
ID,F,1927,Betty,209
ID,F,1928,Betty,174
ID,F,1929,Betty,171
ID,F,1930,Betty,200
ID,F,1931,Mary,159
ID,F,1932,Mary,145
ID,F,1933,Mary,135
ID,F,1934,Shirley,152
ID,F,1935,Shirley,209
ID,F,1936,Shirley,159
ID,F,1937,Mary,158
ID,F,1938,Mary,156
ID,F,1939,Sharon,158
ID,F,1940,Sharon,211
ID,F,1941,Sharon,171
ID,F,1942,Sharon,206
ID,F,1943,Linda,236
ID,F,1944,Linda,265
ID,F,1945,Linda,217
ID,F,1946,Linda,283
ID,F,1947,Linda,530
ID,F,1948,Linda,429
ID,F,1949,Linda,415
ID,F,1950,Linda,348
ID,F,1951,Linda,270
ID,F,1952,Linda,247
ID,F,1953,Debra,224
ID,F,1954,Debra,251
ID,F,1955,Debra,296
ID,F,1956,Debra,231
ID,F,1957,Debra,200
ID,F,1958,Julie,157
ID,F,1959,Susan,141
ID,F,1960,Lori,153
ID,F,1961,Lisa,137
ID,F,1962,Lori,148
ID,F,1963,Lisa,184
ID,F,1964,Lisa,160
ID,F,1965,Lisa,172
ID,F,1966,Lisa,187
ID,F,1967,Lisa,170
ID,F,1968,Michelle,154
ID,F,1969,Lisa,152
ID,F,1970,Jennifer,141
ID,F,1971,Jennifer,186
ID,F,1972,Jennifer,279
ID,F,1973,Jennifer,306
ID,F,1974,Jennifer,302
ID,F,1975,Jennifer,296
ID,F,1976,Jennifer,328
ID,F,1977,Jennifer,296
ID,F,1978,Jennifer,333
ID,F,1979,Jennifer,293
ID,F,1980,Jennifer,292
ID,F,1981,Jennifer,281
ID,F,1982,Jennifer,269
ID,F,1983,Jennifer,219
ID,F,1984,Jennifer,262
ID,F,1985,Jessica,236
ID,F,1986,Jessica,220
ID,F,1987,Jessica,218
ID,F,1988,Jessica,238
ID,F,1989,Jessica,208
ID,F,1990,Jessica,186
ID,F,1991,Jessica,207
ID,F,1992,Jessica,174
ID,F,1993,Jessica,186
ID,F,1994,Jessica,165
ID,F,1995,Jessica,142
ID,F,1996,Emily,127
ID,F,1997,Emily,131
ID,F,1998,Madison,131
ID,F,1999,Emily,122
ID,F,2000,Hannah,133
ID,F,2001,Madison,143
ID,F,2002,Madison,130
ID,F,2003,Emma,149
ID,F,2004,Emma,140
ID,F,2005,Emma,133
ID,F,2006,Emma,151
ID,F,2007,Emma,138
ID,F,2008,Olivia,131
ID,F,2009,Olivia,120
ID,F,2010,Olivia,122
ID,F,2011,Emma,116
ID,F,2012,Olivia,116
ID,M,1910,John,34
ID,M,1911,William,38
ID,M,1912,John,71
ID,M,1913,John,93
ID,M,1914,John,118
ID,M,1915,John,156
ID,M,1916,John,163
ID,M,1917,Robert,178
ID,M,1918,Robert,214
ID,M,1919,Robert,196
ID,M,1920,Robert,231
ID,M,1921,Robert,254
ID,M,1922,Robert,232
ID,M,1923,Robert,235
ID,M,1924,Robert,242
ID,M,1925,Robert,221
ID,M,1926,Robert,255
ID,M,1927,Robert,198
ID,M,1928,Robert,199
ID,M,1929,Robert,216
ID,M,1930,Robert,202
ID,M,1931,Robert,237
ID,M,1932,Robert,206
ID,M,1933,Robert,188
ID,M,1934,Robert,191
ID,M,1935,Robert,177
ID,M,1936,Robert,202
ID,M,1937,Robert,211
ID,M,1938,Robert,253
ID,M,1939,Robert,244
ID,M,1940,Robert,241
ID,M,1941,Robert,237
ID,M,1942,James,230
ID,M,1943,Robert,283
ID,M,1944,John,228
ID,M,1945,Robert,206
ID,M,1946,Robert,248
ID,M,1947,Robert,272
ID,M,1948,Robert,306
ID,M,1949,Robert,292
ID,M,1950,Robert,291
ID,M,1951,Michael,314
ID,M,1952,Michael,329
ID,M,1953,Michael,346
ID,M,1954,Michael,347
ID,M,1955,Michael,346
ID,M,1956,David,282
ID,M,1957,Michael,295
ID,M,1958,Michael,303
ID,M,1959,David,304
ID,M,1960,David,284
ID,M,1961,David,291
ID,M,1962,David,271
ID,M,1963,Michael,237
ID,M,1964,David,252
ID,M,1965,Michael,227
ID,M,1966,Michael,217
ID,M,1967,Michael,234
ID,M,1968,Michael,228
ID,M,1969,Michael,248
ID,M,1970,Michael,264
ID,M,1971,Michael,247
ID,M,1972,Jason,250
ID,M,1973,Jason,268
ID,M,1974,Jason,287
ID,M,1975,Jason,276
ID,M,1976,Michael,266
ID,M,1977,Michael,275
ID,M,1978,Michael,294
ID,M,1979,Michael,280
ID,M,1980,Michael,293
ID,M,1981,Joshua,290
ID,M,1982,Joshua,272
ID,M,1983,Michael,293
ID,M,1984,Michael,250
ID,M,1985,Michael,229
ID,M,1986,Michael,244
ID,M,1987,Michael,206
ID,M,1988,Michael,215
ID,M,1989,Joshua,183
ID,M,1990,Michael,204
ID,M,1991,Michael,204
ID,M,1992,Jacob,214
ID,M,1993,Jacob,189
ID,M,1994,Tyler,190
ID,M,1995,Jacob,185
ID,M,1996,Jacob,191
ID,M,1997,Jacob,198
ID,M,1998,Jacob,188
ID,M,1999,Jacob,182
ID,M,2000,Jacob,163
ID,M,2001,Jacob,180
ID,M,2002,Jacob,148
ID,M,2003,Ethan,159
ID,M,2004,Ethan,162
ID,M,2005,Ethan,134
ID,M,2006,Ethan,121
ID,M,2007,Jacob,134
ID,M,2008,Ethan,133
ID,M,2009,Logan,112
ID,M,2010,Samuel,114
ID,M,2011,Mason,120
ID,M,2012,Liam,130
IL,F,1910,Mary,1076
IL,F,1911,Mary,1207
IL,F,1912,Mary,1594
IL,F,1913,Mary,1955
IL,F,1914,Mary,2332
IL,F,1915,Mary,3044
IL,F,1916,Mary,3287
IL,F,1917,Mary,3474
IL,F,1918,Mary,3381
IL,F,1919,Mary,3395
IL,F,1920,Mary,3471
IL,F,1921,Mary,3675
IL,F,1922,Mary,3519
IL,F,1923,Mary,3606
IL,F,1924,Mary,3552
IL,F,1925,Mary,3501
IL,F,1926,Mary,3335
IL,F,1927,Mary,3573
IL,F,1928,Mary,3416
IL,F,1929,Mary,3272
IL,F,1930,Mary,3444
IL,F,1931,Mary,3118
IL,F,1932,Mary,2905
IL,F,1933,Mary,2753
IL,F,1934,Mary,2670
IL,F,1935,Mary,2569
IL,F,1936,Mary,2680
IL,F,1937,Mary,2772
IL,F,1938,Mary,2733
IL,F,1939,Mary,2634
IL,F,1940,Mary,2770
IL,F,1941,Mary,2797
IL,F,1942,Mary,3205
IL,F,1943,Mary,3352
IL,F,1944,Mary,3110
IL,F,1945,Mary,2931
IL,F,1946,Mary,3491
IL,F,1947,Linda,5288
IL,F,1948,Linda,5166
IL,F,1949,Linda,4993
IL,F,1950,Linda,4386
IL,F,1951,Linda,4085
IL,F,1952,Mary,3874
IL,F,1953,Mary,3805
IL,F,1954,Mary,4341
IL,F,1955,Mary,4100
IL,F,1956,Mary,4008
IL,F,1957,Mary,3991
IL,F,1958,Mary,3660
IL,F,1959,Mary,3701
IL,F,1960,Mary,3572
IL,F,1961,Mary,3157
IL,F,1962,Mary,2779
IL,F,1963,Lisa,2825
IL,F,1964,Lisa,2733
IL,F,1965,Lisa,3070
IL,F,1966,Lisa,3100
IL,F,1967,Lisa,2770
IL,F,1968,Lisa,2578
IL,F,1969,Lisa,2379
IL,F,1970,Jennifer,2729
IL,F,1971,Jennifer,3305
IL,F,1972,Jennifer,3701
IL,F,1973,Jennifer,3503
IL,F,1974,Jennifer,3573
IL,F,1975,Jennifer,3206
IL,F,1976,Jennifer,3227
IL,F,1977,Jennifer,3195
IL,F,1978,Jennifer,2815
IL,F,1979,Jennifer,2907
IL,F,1980,Jennifer,2959
IL,F,1981,Jennifer,2843
IL,F,1982,Jennifer,2760
IL,F,1983,Jennifer,2547
IL,F,1984,Jennifer,2464
IL,F,1985,Jennifer,2049
IL,F,1986,Jessica,2134
IL,F,1987,Ashley,2500
IL,F,1988,Jessica,2220
IL,F,1989,Ashley,2267
IL,F,1990,Jessica,2081
IL,F,1991,Jessica,2025
IL,F,1992,Jessica,1793
IL,F,1993,Jessica,1762
IL,F,1994,Jessica,1603
IL,F,1995,Jessica,1426
IL,F,1996,Jessica,1241
IL,F,1997,Emily,1180
IL,F,1998,Emily,1179
IL,F,1999,Emily,1198
IL,F,2000,Emily,1172
IL,F,2001,Emily,1171
IL,F,2002,Emily,1081
IL,F,2003,Emily,1102
IL,F,2004,Emily,1083
IL,F,2005,Emily,1004
IL,F,2006,Emily,908
IL,F,2007,Isabella,867
IL,F,2008,Olivia,826
IL,F,2009,Isabella,939
IL,F,2010,Isabella,943
IL,F,2011,Sophia,892
IL,F,2012,Sophia,955
IL,M,1910,John,644
IL,M,1911,John,679
IL,M,1912,John,1538
IL,M,1913,John,1797
IL,M,1914,John,2242
IL,M,1915,John,3066
IL,M,1916,John,3095
IL,M,1917,John,3146
IL,M,1918,John,3393
IL,M,1919,John,2908
IL,M,1920,Robert,3375
IL,M,1921,Robert,3756
IL,M,1922,Robert,3882
IL,M,1923,Robert,4163
IL,M,1924,Robert,4515
IL,M,1925,Robert,4645
IL,M,1926,Robert,4494
IL,M,1927,Robert,4532
IL,M,1928,Robert,4459
IL,M,1929,Robert,4392
IL,M,1930,Robert,4668
IL,M,1931,Robert,4236
IL,M,1932,Robert,3829
IL,M,1933,Robert,3501
IL,M,1934,Robert,3569
IL,M,1935,Robert,3592
IL,M,1936,Robert,3719
IL,M,1937,Robert,3950
IL,M,1938,Robert,3965
IL,M,1939,Robert,3676
IL,M,1940,Robert,3840
IL,M,1941,Robert,3986
IL,M,1942,Robert,4584
IL,M,1943,Robert,4544
IL,M,1944,Robert,4146
IL,M,1945,Robert,4121
IL,M,1946,Robert,4956
IL,M,1947,James,5350
IL,M,1948,Robert,4966
IL,M,1949,Robert,4992
IL,M,1950,James,4992
IL,M,1951,Robert,5043
IL,M,1952,Michael,5194
IL,M,1953,Michael,5467
IL,M,1954,Michael,5692
IL,M,1955,Michael,5901
IL,M,1956,Michael,5944
IL,M,1957,Michael,6220
IL,M,1958,Michael,5997
IL,M,1959,Michael,5717
IL,M,1960,Michael,5414
IL,M,1961,Michael,5409
IL,M,1962,Michael,5338
IL,M,1963,Michael,5183
IL,M,1964,Michael,5130
IL,M,1965,Michael,4977
IL,M,1966,Michael,4794
IL,M,1967,Michael,4775
IL,M,1968,Michael,4882
IL,M,1969,Michael,4761
IL,M,1970,Michael,4978
IL,M,1971,Michael,4370
IL,M,1972,Michael,4054
IL,M,1973,Michael,3849
IL,M,1974,Michael,3603
IL,M,1975,Michael,3855
IL,M,1976,Michael,3682
IL,M,1977,Michael,3802
IL,M,1978,Michael,3629
IL,M,1979,Michael,3719
IL,M,1980,Michael,3753
IL,M,1981,Michael,3523
IL,M,1982,Michael,3544
IL,M,1983,Michael,3583
IL,M,1984,Michael,3603
IL,M,1985,Michael,3370
IL,M,1986,Michael,3249
IL,M,1987,Michael,3374
IL,M,1988,Michael,3442
IL,M,1989,Michael,3580
IL,M,1990,Michael,3435
IL,M,1991,Michael,3158
IL,M,1992,Michael,2860
IL,M,1993,Michael,2695
IL,M,1994,Michael,2374
IL,M,1995,Michael,2219
IL,M,1996,Michael,2131
IL,M,1997,Michael,2011
IL,M,1998,Michael,1933
IL,M,1999,Michael,1765
IL,M,2000,Jacob,1593
IL,M,2001,Michael,1448
IL,M,2002,Michael,1429
IL,M,2003,Michael,1341
IL,M,2004,Michael,1266
IL,M,2005,Jacob,1114
IL,M,2006,Daniel,1022
IL,M,2007,Daniel,1033
IL,M,2008,Alexander,988
IL,M,2009,Alexander,1042
IL,M,2010,Alexander,914
IL,M,2011,Alexander,899
IL,M,2012,Jacob,758
IN,F,1910,Mary,619
IN,F,1911,Mary,612
IN,F,1912,Mary,934
IN,F,1913,Mary,1105
IN,F,1914,Mary,1349
IN,F,1915,Mary,1977
IN,F,1916,Mary,2223
IN,F,1917,Mary,2231
IN,F,1918,Mary,2316
IN,F,1919,Mary,2209
IN,F,1920,Mary,2393
IN,F,1921,Mary,2633
IN,F,1922,Mary,2377
IN,F,1923,Mary,2396
IN,F,1924,Mary,2401
IN,F,1925,Mary,2219
IN,F,1926,Mary,2062
IN,F,1927,Mary,2184
IN,F,1928,Mary,2051
IN,F,1929,Mary,1794
IN,F,1930,Mary,1883
IN,F,1931,Mary,1582
IN,F,1932,Mary,1616
IN,F,1933,Mary,1497
IN,F,1934,Mary,1466
IN,F,1935,Shirley,1413
IN,F,1936,Mary,1370
IN,F,1937,Mary,1437
IN,F,1938,Mary,1458
IN,F,1939,Mary,1278
IN,F,1940,Mary,1286
IN,F,1941,Mary,1360
IN,F,1942,Mary,1547
IN,F,1943,Mary,1586
IN,F,1944,Mary,1408
IN,F,1945,Mary,1331
IN,F,1946,Mary,1610
IN,F,1947,Linda,3011
IN,F,1948,Linda,2762
IN,F,1949,Linda,2581
IN,F,1950,Linda,2264
IN,F,1951,Linda,2047
IN,F,1952,Linda,1842
IN,F,1953,Linda,1578
IN,F,1954,Debra,1607
IN,F,1955,Debra,1703
IN,F,1956,Debra,1669
IN,F,1957,Mary,1476
IN,F,1958,Mary,1353
IN,F,1959,Mary,1285
IN,F,1960,Mary,1257
IN,F,1961,Lisa,1469
IN,F,1962,Lisa,1479
IN,F,1963,Lisa,1715
IN,F,1964,Lisa,1628
IN,F,1965,Lisa,1741
IN,F,1966,Lisa,1617
IN,F,1967,Lisa,1501
IN,F,1968,Lisa,1396
IN,F,1969,Lisa,1155
IN,F,1970,Jennifer,1359
IN,F,1971,Jennifer,1783
IN,F,1972,Jennifer,1993
IN,F,1973,Jennifer,2016
IN,F,1974,Jennifer,1904
IN,F,1975,Jennifer,1702
IN,F,1976,Jennifer,1625
IN,F,1977,Jennifer,1639
IN,F,1978,Jennifer,1511
IN,F,1979,Jennifer,1571
IN,F,1980,Jennifer,1516
IN,F,1981,Jennifer,1418
IN,F,1982,Jennifer,1423
IN,F,1983,Ashley,1223
IN,F,1984,Ashley,1300
IN,F,1985,Ashley,1578
IN,F,1986,Ashley,1456
IN,F,1987,Ashley,1558
IN,F,1988,Ashley,1364
IN,F,1989,Ashley,1183
IN,F,1990,Jessica,1134
IN,F,1991,Ashley,1092
IN,F,1992,Ashley,890
IN,F,1993,Ashley,836
IN,F,1994,Ashley,683
IN,F,1995,Emily,640
IN,F,1996,Emily,646
IN,F,1997,Emily,681
IN,F,1998,Emily,674
IN,F,1999,Hannah,705
IN,F,2000,Hannah,633
IN,F,2001,Madison,640
IN,F,2002,Madison,642
