num_critic_for_reviews,duration,gross,movie_title,num_voted_users,movie_imdb_link,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score
73,102,49186871,Racing Stripes ,12570,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,86,USA,PG,NA,2005,5.2
316,123,50921738,Atonement ,192930,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,581,UK,R,30000000,2007,7.8
159,105,53021560,Letters to Juliet ,74630,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156,USA,PG,30000000,2010,6.5
145,121,31704416,Stealth ,45455,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,USA,PG-13,135000000,2005,5
162,92,44328238,The Three Stooges ,25484,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,189,USA,PG,NA,2012,5.1
267,77,53337608,Corpse Bride ,188785,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,467,USA,PG,40000000,2005,7.4
95,118,42643187,Glory Road ,34910,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,145,USA,PG,NA,2006,7.2
478,121,46875468,Sicario ,196217,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461,USA,R,30000000,2015,7.6
305,124,52418902,Southpaw ,147128,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,277,USA,R,30000000,2015,7.5
397,99,42057340,Drag Me to Hell ,158354,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,691,USA,PG-13,30000000,2009,6.6
214,112,42478175,The Age of Adaline ,93767,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,209,USA,PG-13,25000000,2015,7.2
82,111,41407470,Secondhand Lions ,43378,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,292,USA,PG,30000000,2003,7.6
138,107,42385520,Step Up 3D ,47297,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,86,USA,PG-13,30000000,2010,6.2
451,215,107503316,Watchmen ,392474,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229,USA,R,130000000,2009,7.7
69,104,40118420,Blue Crush ,26066,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,216,USA,PG-13,30000000,2002,5.6
253,113,40137776,Stranger Than Fiction ,186977,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,529,USA,PG-13,38000000,2006,7.6
304,113,39568996,30 Days of Night ,138435,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,527,USA,R,32000000,2007,6.6
634,95,42043633,The Cabin in the Woods ,277172,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,986,USA,R,30000000,2012,7
111,86,38232624,Meet the Spartans ,88518,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,409,USA,PG-13,30000000,2008,2.7
417,111,40247512,Hanna ,159198,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,438,USA,PG-13,30000000,2011,6.8
218,98,35565975,Larry Crowne ,49205,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184,USA,PG-13,30000000,2011,6.1
359,100,35266619,Carrie ,108242,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,USA,R,30000000,2013,5.9
101,118,34703228,Take the Lead ,21767,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,127,USA,PG-13,30000000,2006,6.7
85,125,38432823,Gridiron Gang ,33067,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,134,USA,PG-13,30000000,2006,6.9
64,94,32095318,What's the Worst That Could Happen? ,12466,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,84,USA,PG-13,45000000,2001,5.5
263,79,31743332,9 ,111117,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,245,USA,PG-13,30000000,2009,7.1
450,106,32154410,Side Effects ,148327,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,274,USA,R,30000000,2013,7.1
85,111,28165882,The Prince and Me ,31984,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,154,USA,PG,NA,2004,5.9
267,138,132122995,Hulk ,212106,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445,USA,PG-13,137000000,2003,5.7
162,63,26687172,Winnie the Pooh ,15600,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,55,USA,G,30000000,2011,7.3
85,85,26096584,Dumb and Dumberer: When Harry Met Lloyd ,30651,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,267,USA,PG-13,19000000,2003,3.4
165,139,30513940,Get on Up ,15843,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,104,USA,PG-13,30000000,2014,6.9
147,95,22526144,My Super Ex-Girlfriend ,53884,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,203,USA,PG-13,30000000,2006,5.1
242,118,30523568,Deliver Us from Evil ,54447,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,201,USA,R,30000000,2014,6.2
244,108,23070045,Sanctum ,47003,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,215,USA,R,30000000,2011,5.9
73,105,20422207,Little Black Book ,15052,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,116,USA,PG-13,35000000,2004,5.2
351,122,122512052,G.I. Joe: Retaliation ,146352,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288,USA,PG-13,130000000,2013,5.8
232,131,28644770,The Five-Year Engagement ,78974,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,141,USA,R,30000000,2012,6.2
63,104,21800302,Mr 3000 ,12164,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,USA,PG-13,30000000,2004,5.5
239,133,21129348,The Next Three Days ,146364,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,237,USA,PG-13,35000000,2010,7.4
158,94,18500966,Ultraviolet ,70341,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830,USA,PG-13,30000000,2006,4.4
152,109,19976073,Assault on Precinct 13 ,65979,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,220,USA,R,20000000,2005,6.3
181,99,17266505,Eight Legged Freaks ,43764,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291,USA,PG-13,30000000,2002,5.4
219,112,32357532,Love & Other Drugs ,143368,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,215,USA,R,30000000,2010,6.7
158,108,16930884,88 Minutes ,65628,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,262,USA,R,30000000,2007,5.9
163,124,68642452,Sahara ,77673,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463,UK,PG-13,130000000,2005,6
155,126,18324242,North Country ,32815,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,214,USA,R,35000000,2005,7.3
74,98,16323969,The Whole Ten Yards ,45775,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,112,USA,PG-13,40000000,2004,5.5
368,104,16999046,Splice ,79517,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,354,Canada,R,26000000,2009,5.8
154,130,15709385,Pride and Glory ,53053,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,132,USA,R,30000000,2008,6.7
140,93,14888028,The Cave ,28606,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,262,USA,PG-13,30000000,2005,5.1
73,96,14208384,Alex & Emma ,11520,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,105,USA,PG-13,30000000,2003,5.6
98,114,12831121,Wicker Park ,44979,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,USA,PG-13,30000000,2004,7
358,106,18298649,Fright Night ,85024,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,242,USA,R,30000000,2011,6.4
222,150,12712093,The New World ,70771,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,671,USA,PG-13,30000000,2005,6.7
703,173,623279547,The Avengers ,995415,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722,USA,PG-13,220000000,2012,8.1
166,106,32131830,Final Fantasy: The Spirits Within ,72259,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788,USA,PG-13,137000000,2001,6.4
130,100,9353573,Dragonball: Evolution ,56451,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,524,USA,PG,45000000,2009,2.7
376,107,12026670,The Last Stand ,114241,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,258,USA,R,45000000,2013,6.4
130,102,14334645,Godsend ,22449,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,191,USA,PG-13,25000000,2004,4.8
65,101,12189514,Chasing Liberty ,30092,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,USA,PG-13,23000000,2004,6.1
77,86,10134754,Hoodwinked Too! Hood vs. Evil ,9682,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,38,USA,PG,30000000,2011,4.8
107,108,8535575,An Unfinished Life ,24033,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,152,USA,PG-13,30000000,2005,7
292,123,7689458,The Imaginarium of Doctor Parnassus ,126307,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,210,UK,PG-13,40000000,2009,6.8
193,134,7501404,Barney's Version ,21086,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,87,Canada,R,NA,2010,7.3
510,124,176636816,Captain America: The First Avenger ,508818,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,USA,PG-13,140000000,2011,6.9
184,88,19316646,Runner Runner ,52069,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,95,USA,R,30000000,2013,5.6
123,109,10965209,Antitrust ,25558,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,221,USA,PG-13,30000000,2001,6.1
217,118,10880926,Dead Man Down ,54147,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,USA,R,30000000,2013,6.5
117,131,3752725,The Merchant of Venice ,29715,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,161,USA,R,18000000,2004,7.1
105,109,3517797,The Good Thief ,9004,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,103,France,R,25000000,2002,6.6
41,80,3101301,Supercross ,3926,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,38,USA,PG-13,NA,2005,4
124,88,2975649,Miss Potter ,23864,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142,UK,PG,30000000,2006,7
90,103,668171,The Promise ,8215,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,132,China,PG-13,60000000,2005,5.6
110,87,480314,DOA: Dead or Alive ,38503,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180,USA,PG-13,21000000,2006,4.8
273,160,3904982,The Assassination of Jesse James by the Coward Robert Ford ,136104,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,415,USA,R,30000000,2007,7.5
63,121,127437,1911 ,4670,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,27,China,R,18000000,2011,6
56,91,NA,Little Nicholas ,9214,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17,France,NA,NA,2009,7.2
130,92,NA,Wild Card ,36487,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,114,USA,R,30000000,2015,5.6
134,129,537580,Machine Gun Preacher ,52972,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124,USA,R,30000000,2011,6.8
36,93,NA,Animals United ,4599,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,44,Germany,PG,NA,2010,4.9
46,118,NA,The Color of Freedom ,10175,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,23,Germany,R,30000000,2007,7.1
7,110,NA,United Passions ,3279,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,22,France,Not Rated,24000000,2014,2
244,138,93926386,Master and Commander: The Far Side of the World ,168207,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684,USA,PG-13,150000000,2003,7.4
132,103,NA,Grace of Monaco ,12410,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,62,Switzerland,NA,30000000,2014,5.7
5,85,NA,A Warrior's Tail ,393,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,7,Russia,NA,30000000,2015,4.1
56,110,NA,Ripley's Game ,14618,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,108,Italy,R,30000000,2002,6.7
65,89,NA,Sausage Party ,3302,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14,USA,R,19000000,2016,7.5
221,115,183436380,Pitch Perfect 2 ,97697,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,185,USA,PG-13,29000000,2015,6.5
291,153,119518352,Walk the Line ,188637,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,USA,PG-13,28000000,2005,7.9
148,128,37036404,Keeping the Faith ,44816,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,259,USA,PG-13,30000000,2000,6.4
302,122,18593156,Frost/Nixon ,88682,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241,USA,R,35000000,2008,7.7
322,115,292298923,The Twilight Saga: Breaking Dawn - Part 2 ,185394,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,USA,PG-13,120000000,2012,5.5
181,113,NA,Confessions of a Dangerous Mind ,71596,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,276,USA,R,29000000,2002,7.1
64,99,16930185,Serving Sara ,14315,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,101,Germany,PG-13,29000000,2002,5.3
154,99,63034755,The Boss ,16984,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,USA,R,29000000,2016,5.3
148,88,17016190,Seed of Chucky ,28632,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,Romania,R,12000000,2004,4.9
161,94,6301131,The Jacket ,92850,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,263,USA,R,29000000,2005,7.1
349,167,161029270,Straight Outta Compton ,119928,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331,USA,R,28000000,2015,7.9
156,100,63992328,Happy Feet 2 ,32399,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79,Australia,PG,135000000,2011,5.9
133,104,74058698,Along Came a Spider ,59232,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,317,USA,R,60000000,2001,6.3
87,110,NA,Florence Foster Jenkins ,2167,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,UK,PG-13,29000000,2016,7.1
178,102,55845943,Once Upon a Time in Mexico ,130094,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471,USA,R,29000000,2003,6.4
173,101,67266300,Role Models ,195255,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,170,Germany,R,28000000,2008,6.9
426,130,70235322,The Big Short ,182983,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,374,USA,R,28000000,2015,7.8
210,120,7443007,Taking Woodstock ,24663,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,71,USA,R,30000000,2009,6.7
129,135,64371181,Miracle ,36636,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,USA,PG,28000000,2004,7.5
287,110,58885635,Dawn of the Dead ,194422,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,USA,R,26000000,2004,7.4
354,135,134518390,The Incredible Hulk ,326286,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643,USA,PG-13,150000000,2008,6.8
108,103,60400856,The Wedding Planner ,61317,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,229,Germany,PG-13,35000000,2001,5.2
62,115,NA,Harlock: Space Pirate ,8227,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,28,Japan,Not Rated,30000000,2013,6.5
220,110,52353636,The Royal Tenenbaums ,209133,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,962,USA,R,21000000,2001,7.6
136,91,51475962,Identity ,177828,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,714,USA,R,30000000,2003,7.3
222,105,63910583,Last Vegas ,106755,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173,USA,PG-13,28000000,2013,6.6
122,82,49968653,Serendipity ,85423,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,374,USA,PG-13,28000000,2001,6.9
135,90,45162741,Zoolander ,201084,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,523,Germany,PG-13,28000000,2001,6.6
184,115,71346930,Safe Haven ,78008,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160,USA,PG-13,28000000,2013,6.7
171,104,43097652,No Reservations ,59068,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,128,USA,PG,28000000,2007,6.3
447,117,48043505,Kick-Ass ,435864,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,801,UK,R,30000000,2010,7.7
220,83,37053924,30 Minutes or Less ,77935,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122,Germany,R,28000000,2011,6.1
122,99,33000377,Dracula 2000 ,27378,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,USA,R,28000000,2000,4.9
119,81,66950483,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,85,USA,PG,28000000,2014,6.2
177,135,38372662,Pride & Prejudice ,193455,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,1058,France,PG,28000000,2005,7.8
211,123,30688364,3 Days to Kill ,69355,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211,USA,PG-13,28000000,2014,6.2
252,117,52792307,The BFG ,12572,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,106,UK,PG,140000000,2016,6.8
222,117,28563179,We Own the Night ,72693,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,199,USA,R,21000000,2007,6.9
100,97,16779636,Lost Souls ,9338,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,167,USA,R,28000000,2000,4.8
100,81,10762178,Winged Migration ,10369,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,153,France,G,160000000,2001,8
98,103,17324744,Just My Luck ,44103,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149,USA,PG-13,28000000,2006,5.3
97,94,24268828,The Spy Next Door ,29971,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,71,USA,PG,28000000,2010,5.4
156,98,8434601,Ghosts of Mars ,43006,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,460,USA,R,28000000,2001,4.9
125,107,6998324,Our Brand Is Crisis ,11476,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50,USA,R,28000000,2015,6.1
225,108,10907291,Pride and Prejudice and Zombies ,23775,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,134,USA,PG-13,28000000,2016,5.8
556,156,183635922,The Revenant ,406020,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188,USA,R,135000000,2015,8.1
135,110,2775593,How to Lose Friends & Alienate People ,61269,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,98,UK,R,27000000,2008,6.5
350,103,28751715,Kick-Ass 2 ,202967,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,378,USA,R,28000000,2013,6.6
31,145,NA,Captain Alatriste: The Spanish Musketeer ,10266,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,84,Spain,NA,24000000,2006,6.1
177,100,20285518,Brick Mansions ,32103,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,112,France,PG-13,28000000,2014,5.7
251,133,148734225,Knocked Up ,298590,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,559,USA,R,30000000,2007,7
148,109,49185998,My Sister's Keeper ,74476,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,184,USA,PG-13,30000000,2009,7.4
76,114,42168445,"Welcome Home, Roscoe Jenkins ",10791,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,39,USA,PG-13,35000000,2008,5.3
448,136,241063875,Pirates of the Caribbean: On Stranger Tides ,370704,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,484,USA,PG-13,250000000,2011,6.7
166,96,83024900,Turbo ,62424,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90,USA,PG,135000000,2013,6.5
220,92,17508670,Notes on a Scandal ,64625,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,281,UK,R,15000000,2006,7.4
131,122,9664316,Rendition ,47203,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,197,USA,R,27500000,2007,6.8
93,116,69586544,Divine Secrets of the Ya-Ya Sisterhood ,15352,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,199,USA,PG-13,27000000,2002,6
370,106,362645141,The Jungle Book ,106221,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,UK,PG,175000000,2016,7.8
73,119,44087387,The Sisterhood of the Traveling Pants 2 ,22304,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,33,USA,PG-13,NA,2008,6.2
98,118,30920167,Joyful Noise ,6476,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,71,USA,PG-13,25000000,2012,5.7
362,107,123207194,Rango ,183208,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337,USA,PG,135000000,2011,7.2
158,101,40566655,About a Boy ,144021,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,391,UK,PG-13,30000000,2002,7.1
202,110,22494487,Lucky Number Slevin ,262153,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,Germany,R,27000000,2006,7.8
288,130,4463292,Anonymous ,34488,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,136,UK,PG-13,30000000,2011,6.9
194,110,13823741,The Duchess ,61777,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,140,UK,PG-13,13500000,2008,6.9
153,92,83348920,Penguins of Madagascar ,60230,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118,USA,PG,132000000,2014,6.7
167,109,13248477,Case 39 ,60555,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,174,USA,R,27000000,2009,6.2
101,99,8712564,Suspect Zero ,16555,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,139,USA,R,27000000,2004,5.9
118,106,7486906,Martian Child ,17436,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,71,USA,PG,27000000,2007,6.8
76,89,38536376,Spy Kids: All the Time in the World in 4D ,15866,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,USA,PG,27000000,2011,3.6
268,98,41008532,Money Monster ,19611,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,USA,R,27000000,2016,6.7
95,93,5204007,Formula 51 ,42876,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,UK,R,28000000,2001,6.3
127,101,4476235,Mindhunters ,49405,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,USA,R,27000000,2004,6.4
137,104,1089365,What Just Happened ,23767,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111,USA,R,25000000,2008,5.7
329,115,227137090,The Bourne Ultimatum ,491077,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,820,USA,PG-13,110000000,2007,8.1
54,120,763044,The Statement ,4257,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,52,Canada,R,23000000,2003,6.2
38,135,NA,The Magic Flute ,926,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,19,France,NA,27000000,2006,6.6
167,91,20819129,Paul Blart: Mall Cop ,84209,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201,USA,PG,26000000,2009,5.2
129,97,110222438,Freaky Friday ,96693,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,USA,PG,26000000,2003,6.1
217,133,109243478,The 40-Year-Old Virgin ,313797,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,USA,R,26000000,2005,7.1
253,114,25977365,A Walk Among the Tombstones ,87950,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,USA,R,28000000,2014,6.5
232,117,87341380,Pineapple Express ,255257,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,374,USA,R,27000000,2008,7
266,92,215395021,Kung Fu Panda ,307029,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,360,USA,PG,130000000,2008,7.6
153,139,58328680,Open Range ,54096,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,494,USA,R,22000000,2003,7.5
224,85,57859105,Red Eye ,94108,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,USA,PG-13,26000000,2005,6.5
175,90,46455802,Final Destination 2 ,120786,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,USA,R,26000000,2003,6.2
197,107,45506619,"O Brother, Where Art Thou? ",225102,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,UK,PG-13,26000000,2000,7.8
226,100,40168080,Legion ,80870,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,USA,R,26000000,2010,5.2
335,129,49874933,Pain & Gain ,161168,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,USA,R,26000000,2013,6.5
157,109,45489752,In Good Company ,48973,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,USA,PG-13,26000000,2004,6.5
517,117,180191634,Ant-Man ,313866,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549,USA,PG-13,130000000,2015,7.4
69,94,36985501,Clockstoppers ,11212,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94,USA,PG,26000000,2002,5.2
217,105,28501651,Brothers ,88035,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,USA,R,26000000,2009,7.1
55,100,23222861,Agent Cody Banks 2: Destination London ,11092,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,USA,PG,26000000,2004,4.5
200,113,54540525,New Year's Eve ,66579,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,USA,PG-13,56000000,2011,5.7
93,118,16252765,Original Sin ,44913,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,France,R,42000000,2001,6
265,110,16005978,The Raven ,72886,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,USA,R,26000000,2012,6.4
82,110,14469428,Welcome to Mooseport ,10667,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,USA,PG-13,26000000,2004,5.2
