"","num_critic_for_reviews","duration","gross","movie_title","num_voted_users","movie_imdb_link","num_user_for_reviews","country","content_rating","budget","title_year","imdb_score"
"557",51,60,NA,"Luther ",70568,"http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1",105,"UK","TV-MA",NA,NA,8.6
"558",733,143,291021565,"Man of Steel ",548573,"http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1",2536,"USA","PG-13",225000000,2013,7.2
"559",464,116,118099659,"Ghostbusters ",69757,"http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1",1211,"USA","PG-13",144000000,2016,5.5
"560",10,114,4651977,"Radio Flyer ",10410,"http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1",71,"USA","PG-13",35000000,1992,6.9
"561",12,330,4496583,"Blood In, Blood Out ",23181,"http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1",129,"USA","R",35000000,1993,8
"562",50,121,2221994,"Smilla's Sense of Snow ",11747,"http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1",99,"Denmark","R",35000000,1997,6.4
"563",149,114,6592103,"Femme Fatale ",28584,"http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1",232,"France","R",35000000,2002,6.3
"564",24,156,NA,"Lion of the Desert ",9852,"http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1",55,"Libya","PG",35000000,1980,8.4
"565",28,135,1877179,"The Horseman on the Roof ",4885,"http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1",25,"France","R",NA,1995,7.1
"566",95,148,630779,"Ride with the Devil ",11101,"http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1",159,"USA","R",35000000,1999,6.8
"567",288,148,5100937,"Biutiful ",68885,"http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1",127,"Mexico","R",NA,2010,7.5
"568",10,109,NA,"The Lovers ",2138,"http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1",15,"Belgium","R",NA,2015,4.5
"569",58,93,NA,"Bandidas ",28848,"http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1",76,"France","PG-13",32000000,2006,5.7
"570",167,153,201573391,"Armageddon ",322395,"http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1",1171,"USA","PG-13",140000000,1998,6.6
"571",NA,NA,NA,"Black Water Transit ",219,"http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1",NA,"USA",NA,23000000,2009,7.2
"572",297,113,102413606,"The Maze Runner ",310903,"http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1",524,"USA","PG-13",34000000,2014,6.8
"573",90,91,10214013,"Unfinished Business ",23072,"http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1",89,"USA","R",35000000,2015,5.4
"574",56,139,32000000,"The Age of Innocence ",36267,"http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1",150,"USA","PG",30000000,1993,7.2
"575",274,96,10139254,"The Fountain ",190990,"http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1",915,"USA","PG-13",35000000,2006,7.3
"576",68,102,11227940,"Chill Factor ",8367,"http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1",94,"USA","R",34000000,1999,5.2
"577",98,96,183125,"Stolen ",36914,"http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1",86,"USA","R",35000000,2012,5.5
"578",256,101,15081783,"Ponyo ",85589,"http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1",144,"Japan","G",34000000,2008,7.7
"579",117,128,37432299,"The Longest Ride ",50041,"http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1",116,"USA","PG-13",34000000,2015,7.1
"580",107,109,10654581,"The Astronaut's Wife ",45497,"http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1",260,"USA","R",34000000,1999,5.3
"581",208,88,190418803,"Men in Black II ",270207,"http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1",606,"USA","PG-13",140000000,2002,6.1
"582",52,114,6543194,"I Dreamed of Africa ",3740,"http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1",61,"USA","PG-13",34000000,2000,5.6
"583",135,105,13101142,"Playing for Keeps ",23916,"http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1",50,"USA","PG-13",35000000,2012,5.7
"584",211,141,8324748,"Mandela: Long Walk to Freedom ",21223,"http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1",108,"UK","PG-13",35000000,2013,7.1
"585",57,195,NA,"Reds ",16255,"http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1",127,"USA","PG",35000000,1981,7.5
"586",81,138,141340178,"A Few Good Men ",181879,"http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1",319,"USA","R",40000000,1992,7.6
"587",107,101,51758599,"Exit Wounds ",27580,"http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1",232,"USA","R",33000000,2001,5.5
"588",100,99,117559438,"Big Momma's House ",66941,"http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1",148,"USA","PG-13",30000000,2000,5.1
"589",60,85,4091,"Thunder and the House of Magic ",4265,"http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1",16,"Belgium",NA,34000000,2013,6.3
"590",195,89,21426805,"The Darkest Hour ",49312,"http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1",211,"USA","PG-13",30000000,2011,4.9
"591",121,99,35057332,"Step Up Revolution ",45394,"http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1",72,"USA","PG-13",33000000,2012,6.5
"592",287,115,82161969,"Beowulf ",142440,"http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1",505,"USA","PG-13",150000000,2007,6.3
"593",285,105,34014398,"Snakes on a Plane ",115649,"http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1",1033,"Germany","R",33000000,2006,5.6
"594",103,97,28927720,"The Watcher ",22220,"http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1",181,"USA","R",33000000,2000,5.3
"595",192,140,33682273,"The Punisher ",124242,"http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1",622,"USA","R",33000000,2004,6.5
"596",90,118,4280577,"Goal! The Dream Begins ",50919,"http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1",114,"USA","PG-13",10000000,2005,6.8
"597",258,94,17120019,"Safe ",83097,"http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1",134,"USA","R",30000000,2012,6.5
"598",56,124,8406264,"Pushing Tin ",24826,"http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1",175,"USA","R",38000000,1999,6
"599",197,134,309125409,"Star Wars: Episode VI - Return of the Jedi ",681857,"http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1",647,"USA","PG",32500000,1983,8.4
"600",254,113,10955425,"Doomsday ",62770,"http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1",396,"UK","R",30000000,2008,6
"601",299,124,34180954,"The Reader ",189812,"http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1",370,"USA","R",32000000,2008,7.6
"602",163,98,17225675,"Wanderlust ",62198,"http://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1",139,"USA","R",NA,2012,5.6
"603",210,95,143523463,"Kung Fu Panda 3 ",64322,"http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1",145,"USA","PG",145000000,2016,7.2
"604",152,97,173381405,"Elf ",147597,"http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1",395,"USA","PG",33000000,2003,6.9
"605",53,123,104632573,"Phenomenon ",63839,"http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1",118,"USA","PG",32000000,1996,6.4
"606",67,99,81150692,"Snow Dogs ",20219,"http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1",100,"Canada","PG",35000000,2002,5.1
"607",88,101,60328558,"Scrooged ",61396,"http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1",159,"USA","PG-13",32000000,1988,7
"608",163,92,80197993,"Nacho Libre ",65551,"http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1",441,"Germany","PG",32000000,2006,5.7
"609",371,131,169076745,"Bridesmaids ",218711,"http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1",485,"USA","R",32500000,2011,6.8
"610",418,107,101470202,"This Is the End ",310540,"http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1",669,"USA","R",32000000,2013,6.7
"611",131,103,50041732,"Stigmata ",54390,"http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1",398,"USA","R",29000000,1999,6.2
"612",98,129,48814909,"Men of Honor ",89424,"http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1",224,"USA","R",32000000,2000,7.2
"613",119,107,57744720,"Takers ",46961,"http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1",132,"USA","PG-13",20000000,2010,6.2
"614",432,133,209364921,"Mission: Impossible - Ghost Protocol ",365104,"http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1",512,"USA","PG-13",145000000,2011,7.4
"615",133,89,21784432,"The Big Wedding ",37493,"http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1",108,"USA","R",35000000,2013,5.6
"616",88,113,37911876,"Big Mommas: Like Father, Like Son ",19671,"http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1",47,"USA","PG-13",32000000,2011,4.4
"617",522,93,54696902,"Source Code ",379462,"http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1",571,"USA","PG-13",32000000,2011,7.5
"618",43,120,36733909,"Alive ",38949,"http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1",112,"USA","R",32000000,1993,7.1
"619",224,98,35063732,"The Number 23 ",164608,"http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1",383,"USA","R",32000000,2007,6.4
"620",122,105,99462,"The Young and Prodigious T.S. Spivet ",11347,"http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1",28,"France","PG",33000000,2013,7.1
"621",56,142,NA,"1941 ",25193,"http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1",217,"USA","PG",35000000,1979,5.9
"622",75,98,32701088,"Dreamer: Inspired by a True Story ",10018,"http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1",108,"USA","PG",32000000,2005,6.9
"623",441,96,31493782,"A History of Violence ",186606,"http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1",1125,"USA","R",32000000,2005,7.5
"624",163,87,43095600,"Transporter 2 ",156267,"http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1",340,"France","PG-13",32000000,2005,6.3
"625",256,97,103400692,"Rise of the Guardians ",123553,"http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1",174,"USA","PG",145000000,2012,7.3
"626",63,107,18636537,"The Quick and the Dead ",69197,"http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1",216,"Japan","R",32000000,1995,6.4
"627",90,90,17848322,"Laws of Attraction ",18771,"http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1",102,"Ireland","PG-13",28000000,2004,5.9
"628",163,121,16640210,"Bringing Out the Dead ",53028,"http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1",382,"USA","R",55000000,1999,6.8
"629",197,119,13763130,"Repo Men ",87768,"http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1",187,"USA","R",32000000,2010,6.3
"630",93,107,10956379,"Dragon Wars: D-War ",21506,"http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1",364,"South Korea","PG-13",35000000,2007,3.6
"631",15,110,4357000,"Bogus ",5176,"http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1",30,"USA","PG",30000000,1996,5.3
"632",260,100,22525921,"The Incredible Burt Wonderstone ",60596,"http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1",158,"USA","PG-13",30000000,2013,5.9
"633",18,75,3562749,"Cats Don't Dance ",5600,"http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1",49,"USA","G",32000000,1997,6.9
"634",70,132,2899970,"Cradle Will Rock ",8039,"http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1",161,"USA","R",32000000,1999,6.9
"635",183,105,1304837,"The Good German ",21481,"http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1",175,"USA","R",32000000,2006,6.1
"636",135,90,110332737,"Fun with Dick and Jane ",110788,"http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1",258,"USA","PG-13",100000000,2005,6.1
"637",12,93,NA,"George and the Dragon ",3088,"http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1",31,"USA","PG",32000000,2004,5.7
"638",261,289,78800000,"Apocalypse Now ",450676,"http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1",983,"USA","R",31500000,1979,8.5
"639",167,102,17797316,"Going the Distance ",50523,"http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1",113,"USA","R",32000000,2010,6.3
"640",42,143,82528097,"Mr. Holland's Opus ",30230,"http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1",154,"USA","PG",6500000,1995,7.3
"641",130,113,14268533,"Criminal ",17319,"http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1",100,"UK","R",31500000,2016,6.3
"642",66,161,87100000,"Out of Africa ",52339,"http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1",200,"USA","PG",31000000,1985,7.2
"643",449,138,93749203,"Flight ",264047,"http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1",491,"USA","R",31000000,2012,7.3
"644",121,126,62700000,"Moonraker ",69534,"http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1",294,"UK","PG",34000000,1979,6.3
"645",536,99,59073773,"The Grand Budapest Hotel ",475518,"http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1",644,"USA","R",25000000,2014,8.1
"646",135,101,24185781,"Hearts in Atlantis ",30339,"http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1",268,"USA","PG-13",31000000,2001,6.9
"647",190,154,111110575,"The Last Samurai ",317166,"http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1",928,"USA","R",140000000,2003,7.7
"648",74,103,53133888,"Arachnophobia ",50389,"http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1",136,"USA","PG-13",31000000,1990,6.3
"649",168,118,44983704,"Frequency ",81866,"http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1",510,"USA","PG-13",31000000,2000,7.3
"650",464,116,118099659,"Ghostbusters ",69790,"http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1",1211,"USA","PG-13",144000000,2016,5.5
"651",204,99,58879132,"Vacation ",66123,"http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1",219,"USA","R",31000000,2015,6.1
"652",96,105,72077000,"Get Shorty ",62986,"http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1",150,"USA","R",30250000,1995,6.9
"653",223,113,170684505,"Chicago ",172080,"http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1",1017,"USA","PG-13",45000000,2002,7.2
"654",112,93,163479795,"Big Daddy ",161858,"http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1",289,"USA","PG-13",34200000,1999,6.4
"655",142,108,145096820,"American Pie 2 ",200260,"http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1",431,"USA","R",30000000,2001,6.4
"656",166,74,191796233,"Toy Story ",623757,"http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1",391,"USA","G",30000000,1995,8.3
"657",114,116,121248145,"Speed ",260981,"http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1",373,"USA","R",25000000,1994,7.2
"658",314,150,65007045,"Exodus: Gods and Kings ",128682,"http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1",657,"UK","PG-13",140000000,2014,6.1
"659",214,104,125014030,"The Vow ",145852,"http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1",164,"USA","PG-13",30000000,2012,6.8
"660",126,106,11854694,"Extraordinary Measures ",14281,"http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1",64,"USA","PG",31000000,2010,6.5
"661",157,120,115648585,"Remember the Titans ",160776,"http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1",402,"USA","PG",30000000,2000,7.8
"662",104,135,122012643,"The Hunt for Red October ",143696,"http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1",241,"USA","PG",30000000,1990,7.6
"663",304,132,116631310,"Lee Daniels' The Butler ",87665,"http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1",323,"USA","PG-13",30000000,2013,7.2
"664",191,92,114324072,"Dodgeball: A True Underdog Story ",185338,"http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1",392,"USA","PG-13",20000000,2004,6.7
"665",55,99,113502246,"The Addams Family ",96607,"http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1",125,"USA","PG-13",38000000,1991,6.8
"666",59,90,108360000,"Ace Ventura: When Nature Calls ",160321,"http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1",178,"USA","PG-13",30000000,1995,6.3
"667",108,111,108244774,"The Princess Diaries ",94049,"http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1",301,"USA","G",37000000,2001,6.2
"668",50,103,105444419,"The First Wives Club ",31817,"http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1",117,"USA","PG",26000000,1996,6.2
"669",258,150,141614023,"The Chronicles of Narnia: Prince Caspian ",149922,"http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1",438,"USA","PG",225000000,2008,6.6
"670",518,127,257704099,"Star Trek ",504419,"http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1",1559,"USA","PG-13",150000000,2009,8
"671",216,127,100125340,"Se7en ",1023511,"http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1",1080,"USA","R",33000000,1995,8.6
"672",472,112,115646235,"District 9 ",531737,"http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1",1262,"South Africa","R",30000000,2009,8
"673",89,87,85416609,"The SpongeBob SquarePants Movie ",58906,"http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1",186,"USA","PG",30000000,2004,7
"674",229,138,90135191,"Mystic River ",338415,"http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1",935,"USA","R",25000000,2003,8
"675",268,132,100422786,"Million Dollar Baby ",482064,"http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1",1106,"USA","PG-13",30000000,2004,8.1
"676",145,103,106694016,"Analyze This ",123940,"http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1",337,"USA","R",30000000,1999,6.7
"677",177,123,64286,"The Notebook ",396396,"http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1",1111,"USA","PG-13",29000000,2004,7.9
"678",175,111,76806312,"27 Dresses ",124501,"http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1",154,"USA","PG-13",30000000,2008,6.1
"679",131,102,79566871,"Hannah Montana: The Movie ",31760,"http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1",140,"USA","G",30000000,2009,4.2
"680",41,78,76501438,"Rugrats in Paris: The Movie ",8146,"http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1",49,"Germany","G",30000000,2000,6.1
"681",291,121,403706375,"Spider-Man ",544665,"http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1",2012,"USA","PG-13",139000000,2002,7.3
"682",30,132,74787599,"The Prince of Tides ",12549,"http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1",109,"USA","R",30000000,1991,6.6
"683",57,133,66528842,"Legends of the Fall ",112175,"http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1",329,"USA","R",30000000,1994,7.5
"684",391,108,83813460,"Up in the Air ",270238,"http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1",452,"USA","R",25000000,2009,7.4
"685",217,125,65010106,"About Schmidt ",107557,"http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1",612,"USA","R",30000000,2002,7.2
"686",452,98,66359959,"Warm Bodies ",184641,"http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1",326,"USA","PG-13",35000000,2013,6.9
"687",589,119,66468315,"Looper ",428916,"http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1",667,"USA","R",30000000,2012,7.4
"688",61,87,64172251,"Down to Earth ",19079,"http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1",122,"USA","PG-13",30000000,2001,5.4
"689",79,91,66600000,"Babe ",94435,"http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1",182,"Australia","G",30000000,1995,6.8
"690",234,100,63536011,"Hope Springs ",34258,"http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1",178,"USA","PG-13",30000000,2012,6.3
"691",253,118,62877175,"Forgetting Sarah Marshall ",217507,"http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1",325,"USA","R",30000000,2008,7.2
"692",292,102,176997107,"How to Train Your Dragon 2 ",221128,"http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1",343,"USA","PG",145000000,2014,7.9
"693",51,44,NA,"Friday Night Lights ",42746,"http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1",257,"USA","TV-14",NA,NA,8.7
"694",123,109,74484168,"Four Brothers ",109894,"http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1",340,"USA","R",45000000,2005,6.9
"695",145,99,60269340,"Baby Mama ",34079,"http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1",97,"USA","PG-13",30000000,2008,6
"696",65,114,60033780,"Hope Floats ",18973,"http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1",162,"USA","PG-13",30000000,1998,5.9
"697",152,89,58715510,"Bride Wars ",79094,"http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1",129,"USA","PG",30000000,2009,5.4
"698",94,95,58156435,"Without a Paddle ",37479,"http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1",152,"USA","PG-13",19000000,2004,5.9
"699",119,98,56044241,"13 Going on 30 ",122187,"http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1",339,"USA","PG-13",37000000,2004,6.1
"700",487,94,56816662,"Midnight in Paris ",301149,"http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1",509,"Spain","PG-13",17000000,2011,7.7
"701",121,85,64238770,"The Nut Job ",19547,"http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1",64,"Canada","PG",42000000,2014,5.8
"702",147,124,52937130,"Blow ",198066,"http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1",426,"USA","R",30000000,2001,7.6
"703",184,126,31141074,"Gods of Egypt ",51892,"http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1",273,"USA","PG-13",140000000,2016,5.5
"704",85,131,52799004,"Message in a Bottle ",28942,"http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1",223,"USA","PG-13",55000000,1999,6.1
"705",98,107,55210049,"Star Trek V: The Final Frontier ",43743,"http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1",293,"USA","PG",27800000,1989,5.4
"706",39,99,51432423,"Like Mike ",15074,"http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1",72,"USA","PG",30000000,2002,5.1
"707",43,83,51109400,"Naked Gun 33 1/3: The Final Insult ",76850,"http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1",85,"USA","PG-13",30000000,1994,6.4
"708",108,131,50300000,"A View to a Kill ",68565,"http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1",300,"UK","PG",30000000,1985,6.3
"709",209,85,56068547,"The Curse of the Were-Rabbit ",98160,"http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1",307,"UK","G",30000000,2005,7.5
"710",131,126,53680848,"P.S. I Love You ",167967,"http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1",243,"USA","PG-13",30000000,2007,7.1
"711",73,102,49186871,"Racing Stripes ",12570,"http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1",86,"USA","PG",NA,2005,5.2
"712",316,123,50921738,"Atonement ",192930,"http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1",581,"UK","R",30000000,2007,7.8
"713",159,105,53021560,"Letters to Juliet ",74630,"http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1",156,"USA","PG",30000000,2010,6.5
"714",145,121,31704416,"Stealth ",45455,"http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1",388,"USA","PG-13",135000000,2005,5
"715",63,125,45645204,"Black Rain ",39306,"http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1",119,"USA","R",30000000,1989,6.6
"716",162,92,44328238,"The Three Stooges ",25484,"http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1",189,"USA","PG",NA,2012,5.1
"717",267,77,53337608,"Corpse Bride ",188785,"http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1",467,"USA","PG",40000000,2005,7.4
"718",95,118,42643187,"Glory Road ",34910,"http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1",145,"USA","PG",NA,2006,7.2
"719",478,121,46875468,"Sicario ",196217,"http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1",461,"USA","R",30000000,2015,7.6
"720",305,124,52418902,"Southpaw ",147128,"http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1",277,"USA","R",30000000,2015,7.5
"721",397,99,42057340,"Drag Me to Hell ",158354,"http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1",691,"USA","PG-13",30000000,2009,6.6
"722",214,112,42478175,"The Age of Adaline ",93767,"http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1",209,"USA","PG-13",25000000,2015,7.2
"723",82,111,41407470,"Secondhand Lions ",43378,"http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1",292,"USA","PG",30000000,2003,7.6
"724",138,107,42385520,"Step Up 3D ",47297,"http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1",86,"USA","PG-13",30000000,2010,6.2
"725",451,215,107503316,"Watchmen ",392474,"http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1",1229,"USA","R",130000000,2009,7.7
"726",69,104,40118420,"Blue Crush ",26066,"http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1",216,"USA","PG-13",30000000,2002,5.6
"727",253,113,40137776,"Stranger Than Fiction ",186977,"http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1",529,"USA","PG-13",38000000,2006,7.6
"728",304,113,39568996,"30 Days of Night ",138435,"http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1",527,"USA","R",32000000,2007,6.6
"729",634,95,42043633,"The Cabin in the Woods ",277172,"http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1",986,"USA","R",30000000,2012,7
"730",111,86,38232624,"Meet the Spartans ",88518,"http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1",409,"USA","PG-13",30000000,2008,2.7
