INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,LOCATION,ENROUTE STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,SOURCE,PERSON,SINGLE_OR_MULTI_ENGINE,HOUR,MONTH_NAME,SPECIES_GENERALIZE,SPECIES_TYPE
947648,2019-10-15,10,2019,08:30,,KGSO,PIEDMONT TRIAD INTL, 23L,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,O2205,Mourning dove,Two deceased mourning doves recovered from TWY M6 and RWY 23L. Not fresh. Appear to have been struck more than 12 hours prior.,True,False,Unknown, , 2-10,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,8.0,October,Mourning dove,Land animal
974051,2019-10-14,10,2019,22:05,Night,KGSO,PIEDMONT TRIAD INTL, ,,,ENY,ENVOY AIR, N845AE, 3975,EMB-135,332,13.0,1.0,10.0,A  ,3.0,D,2.0,Climb,4000.0,230.0,25.0,No Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,"No damage, just debris off of front left nose cone and windscreen.",True,False,No, 1, 1,Medium,,,,FAA Form 5200-7-E,Pilot,Multi-engine,22.0,October,Unknown flying animal,Flying animal
1035008,2019-10-14,10,2019,20:20,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,ENY,ENVOY AIR, N840AE, 3488,EMB-135,332,13.0,1.0,10.0,A  ,3.0,D,2.0,Climb,8000.0,240.0,15.0,No Cloud, None,,,,,,False,False,N,rear belly fuselage, None,,UNKBS,Unknown bird - small,CLT AIRSIDE OPS REMARKS: aircraft continued to its destination (KFNT) after strike during takeoff climb.  Strike Report #2019-10-16-000514 also filed for the incident.,False,False,Unknown, 1, 1,Small,,,*** Strike Report: XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXX  [ Comment: ] )  Merged From XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXX  [ Comment: X) added CLT AIRSIDE OPS REMARKS to remarks section.] ) on Sep XX XXXX  X:XXAM By phyllis.r.miller@usda.gov ***   ,FAA Form 5200-7-E,Pilot,Multi-engine,20.0,October,Unknown flying animal,Flying animal
947575,2019-10-14,10,2019,16:22,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,SWA,SOUTHWEST AIRLINES, N8671D, 1398,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,500.0,,,Some Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,Inbound flight crew reported seeing and striking one bird at 500ft AGL during final approach to land on runway 36L at KCLT.  The aircraft continued landing without incident.  Evidence of the strike was found on the nose of the aircraft and CLT Airside Ops personnel collected a tissue sample that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,16.0,October,Chimney swift,Land animal
947564,2019-10-14,10,2019,22:12,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,DAL,DELTA AIR LINES, N391DA, 767,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,2700.0,180.0,8.0,No Cloud, None,,,,,,False,False,N,, None,,ZV001,Scarlet tanager,Inbound flight crew reported seeing and striking one bird at 2700ft AGL during an 8 mile final approach to land on runway 36L at KCLT.  The aircraft continued approach and landing without incident.  Evidence of the strike was found on the left side of the fuselage during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. LEFT SIDE FUSELAGE.,True,True,Yes, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,22.0,October,Scarlet tanager,Flying animal
947444,2019-10-14,10,2019,09:30,,KGSO,PIEDMONT TRIAD INTL, 23R,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,ZT001,Eastern meadowlark,,True,False,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,9.0,October,Eastern meadowlark,Flying animal
947457,2019-10-14,10,2019,     ,Night,KJQF,CONCORD REGIONAL ARPT, 2,,,BUS,BUSINESS, N520JG, ,CRJ700,188,16.0,22.0,4.0,A  ,4.0,D,2.0,Approach,3000.0,,5.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,Nose Wheel landing gear was struck on descent for Concord Padgett Regional Airport. ASSUME 1 STRUCK. OWNER/OPERATOR = Joe Gibbs Racing. ONE PHOTO,False,False,Unknown, , 1,,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,,October,Unknown flying animal,Flying animal
947636,2019-10-14,10,2019,22:35,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,AAL,AMERICAN AIRLINES, N807AW, 1999,A-319,04A,6.0,23.0,1.0,A  ,4.0,D,2.0,Take-off Run,0.0,,0.0,,,,,,,,False,False,N,,,,ZS035,Bay-breasted warbler,ASSUME 1 STRUCK,True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,22.0,October,Bay-breasted warbler,Flying animal
995377,2019-10-14,10,2019,08:26,,KAVL,ASHEVILLE REGIONAL ARPT, ,,,AAY,ALLEGIANT AIR, , 2790,A-320,04A,3.0,,,A  ,4.0,D,2.0,Take-off Run,0.0,,0.0,,,,,,,,False,False,,PART NOT REPORTED,,,UNKB,Unknown bird,A/C STRUCK AT LEAST ONE BIRD ON TAKEOFF ROLL. CONTINUED TO DESTINATION. AVL-M-2019/10/14-0001,False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,8.0,October,Unknown flying animal,Flying animal
993059,2019-10-13,10,2019,08:48,Day,KAVL,ASHEVILLE REGIONAL ARPT, ,,,AAY,ALLEGIANT AIR, , 763,A-319,04A,6.0,,,A  ,4.0,D,2.0,Take-off Run,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,"AAY763 REPORTED BIRDSTRIKE ON DEPARTURE ROLL, NO DAMAGE REPORTED",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,8.0,October,Unknown flying animal,Flying animal
993083,2019-10-13,10,2019,09:20,Day,KAVL,ASHEVILLE REGIONAL ARPT, 35,,,BUS,BUSINESS, N48KF, ,RAYTHEON 390,748,3.0,46.0,1.0,A  ,2.0,D,2.0,Take-off Run,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED, Aborted Take-off,,UNKB,Unknown bird,"N48KF WAS CLEARED FOR TAKEOFF FOR RUNWAY 35. STARTED DEPARTURE ROLL AND ENCOUNTERED BIRD STRIKE. ABORTED TAKEOFF, TAXIED TO RAMP. NO DAMAGE REPORT RECEIVED AT THIS TIME. TWENCOM LLC ",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,9.0,October,Unknown flying animal,Flying animal
992417,2019-10-13,10,2019,09:48,Day,KAVL,ASHEVILLE REGIONAL ARPT, 35,,,SKW,SKYWEST AIRLINES, , 5083,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,part not reported,,,UNKBS,Unknown bird - small,REPORTED MULTIPLE BIRD STRIKES ON ARRIVAL RWY 35. NO DAMAGE REPORTED. TAXIED TO RAMP. NO ASSISTANCE REQUIRED. assume 2-10 struck.,False,False,Unknown, , 2-10,Small,,,*** Strike Report: XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXX  [ Comment: AVL-M-XXXX/XX/XX-XXXX] )  Merged From XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXX  [ Comment: AVL-M-XXXX/XX/XX-XXXX] ) on Jun XX XXXX XX:XXAM By phyllis.r.miller@usda.gov ***   ,MOR,Tower,Multi-engine,9.0,October,Unknown flying animal,Flying animal
993065,2019-10-13,10,2019,10:56,Day,KAVL,ASHEVILLE REGIONAL ARPT, ,,,EDV,ENDEAVOR AIR, , 5342,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,EDV5342 REPORTED HITTING 1 OR 2 BIRDS 1500FT DOWN THE RUNWAY DURING TOUCHDOWN. NO DAMAGE REPORTED.,False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,10.0,October,Unknown flying animal,Flying animal
993852,2019-10-13,10,2019,11:02,Day,KAVL,ASHEVILLE REGIONAL ARPT, ,,,BUS,BUSINESS, N8425P, ,PA-32,729,26.0,7.0,31.0,A  ,1.0,A,1.0,,,,,,,,,,,,False,False,N,,,,UNKB,Unknown bird,N8425P REPORTED CLIPPING A BIRD WITH THEIR PROP. NO DAMAGE REPORTED. SARATOGA 25 PAPA LLC ,False,False,Unknown, , 1,,,,,MOR,Tower,Single-engine,11.0,October,Unknown flying animal,Flying animal
993061,2019-10-13,10,2019,11:54,Day,KAVL,ASHEVILLE REGIONAL ARPT, 35,,,AAY,ALLEGIANT AIR, , 1237,A-320,04A,3.0,,,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,"AAY1237, A320 REPORTED BIRD STRIKE WHEN LANDING ON RY35 NEAR MIDFIELD. NO DAMAGE REPORTED.",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,11.0,October,Unknown flying animal,Flying animal
993060,2019-10-13,10,2019,15:30,Day,KAVL,ASHEVILLE REGIONAL ARPT, ,,,AAY,ALLEGIANT AIR, , 1200,A-320,04A,3.0,,,A  ,4.0,D,2.0,Arrival,,,,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,AAY1200 REPORTED A BIRD STRIKE ON ARRIVAL AFTER PARKING AT THE GATE. NO DAMAGE WAS FOUND AFTER INSPECTION.,False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,15.0,October,Unknown flying animal,Flying animal
993058,2019-10-13,10,2019,20:53,Night,KAVL,ASHEVILLE REGIONAL ARPT, 35,,,AAY,ALLEGIANT AIR, , 756,A-319,04A,6.0,,,A  ,4.0,D,2.0,Approach,1000.0,,,,,,,,,,False,False,,PART NOT REPORTED,,,UNKB,Unknown bird,"UPON LANDING, AAY756 REPORTED THEY HAD A BIRD STRIKE WHILE AT ABOUT 1000FT AGL ON FINAL APPROACH TO RUNWAY 35. THEY WERE TOLD TO INFORM US IF ANY DAMAGE WAS FOUND. AIRPORT NOTIFIED.",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,20.0,October,Unknown flying animal,Flying animal
947400,2019-10-13,10,2019,19:58,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,AAL,AMERICAN AIRLINES, N703UW, 2003,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,,,,,,False,False,N,, None,,O2205,Mourning dove,The inbound flight crew reported seeing and striking one bird during approach to land on runway 18R at KCLT.  The aircraft continued landing without incident.  Evidence of the strike was found on the windshield of the aircraft and CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,19.0,October,Mourning dove,Land animal
993053,2019-10-12,10,2019,10:05,Day,KAVL,ASHEVILLE REGIONAL ARPT, 35,,,NKS,SPIRIT AIRLINES, , 1235,A-319,04A,6.0,,,A  ,4.0,D,2.0,Departure,,,,,,,,,,,False,False,,,,,UNKB,Unknown bird,"NKS1235 REPORTED BIRDS HITTING UNDERSIDE OF PLANE DURING DEPARTURE RWY 35. NKS1235 REQUESTED TO CONTINUE TO DESTINATION. NKS1235 ADVISED TO CALL AVL IF ANY DAMAGE FOUND WHEN ON THE GROUND AT DESTINATION.NOTE; STATED BIRDS, ASSUME 2-10 STRUCK.",False,False,Unknown, , 2-10,,,,,MOR,Tower,Multi-engine,10.0,October,Unknown flying animal,Flying animal
947041,2019-10-11,10,2019,00:15,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,SWA,SOUTHWEST AIRLINES, N404WN, 2293,B-737-700,148,42.0,10.0,1.0,A  ,4.0,D,2.0,Descent,,,,No Cloud, None,,,,,,True,False,N,, None,,Z6004,Swainson's thrush,Aircraft reportedly struck a bird during descent to land on runway 36C at KCLT (altitude information not provided) and landed without incident.  Evidence of the strike was found on the #2 engine of the aircraft with evidence of ingestion during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  Extent of damage (if any) and aircraft time out of service (if any) is currently unknown.  Will attempt follow-up with airline maintenance to determine and will revise this report if necessary.,True,True,Yes, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,0.0,October,Swainson's thrush,Flying animal
947044,2019-10-11,10,2019,21:20,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18L,,,AAL,AMERICAN AIRLINES, N110UW, 595,A-320,04A,3.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,No Cloud, None,,,,,,False,False,N,, None,,ZS015,Cape May warbler,The aircraft reported struck a bird inbound to land on runway 18L at KCLT and continued landing without incident.  Evidence of the strike was found on the windshield during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,21.0,October,Cape May warbler,Flying animal
946955,2019-10-10,10,2019,18:12,Dusk,KILM,WILMINGTON INTL, RWY 35,,,AAL,AMERICAN AIRLINES, N709UW, 2760,A-319,04A,6.0,,,A  ,4.0,D,2.0,Approach,1000.0,,1.5,Some Cloud, None,,,,,,True,False,N,"Aircraft struck by 5 birds, both wings, both engines, nose", None,,NE114,Laughing gull,Unknown damage at this time.,True,True,Unknown, 2-10, 2-10,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,18.0,October,Laughing gull,Flying animal
974045,2019-10-10,10,2019,23:25,,KEWN,COASTAL CAROLINA REGIONAL ARPT, 4,,,EGF,AMERICAN EAGLE AIRLINES, , ,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,1500.0,99.0,,No Cloud, None,,,,,,False,False,N,, None,,Z5301,Gray catbird,ASSUME 1 STRUCK,True,True,Unknown, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,23.0,October,Gray catbird,Flying animal
946787,2019-10-09,10,2019,22:45,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36c,,,AAL,AMERICAN AIRLINES, N342PM, 816,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Climb,6000.0,250.0,20.0,Some Cloud, None,,,,,,True,False,N,, None,,UNKB,Unknown bird,"Cockpit crew heard the thump and it seemed like forward fuselage hit. With no secondaries flight continued to KORD. Bird strike verified by Maintenance on Chicago overnight. No visual sighting of bird or birds.;20 nnw of kclt ; ASSUME 1 STRUCK CLT AIRSIDE OPS REMARKS: flight continued to ORD after strike(s) during takeoff climb from runway 36C.  Contacted ORD wildlife biologist who indicated airport staff were not made aware of the strike therefore no remains were collected for species ID.  Will attempt follow up with airline maintenance to determine if any damage was incurred due to engine ingestion.;    12/09/2019 REVISION - Per airline maintenance, no damage was found on the aircraft or engine.",False,False,No, , 1,,,,,FAA Form 5200-7-E,Pilot,Multi-engine,22.0,October,Unknown flying animal,Flying animal
946782,2019-10-09,10,2019,09:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT," Ramp, spot 24",,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,Y9013,Eastern phoebe,"One small bird carcass was found and retrieved on the terminal ramp at Spot 24 leading to/from taxiway.  This area is heavily trafficked by aircraft so it is assumed the bird was either struck here or fell off of the aircraft after being struck because no other cause of death could be determined.  No aircraft reported striking wildlife to CLT Airside Operations, therefore it is unknown what aircraft may have struck the bird.  A feather sample was collected from the remains found that was sent to the Smithsonian for analysis.",True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,9.0,October,Eastern phoebe,Flying animal
946778,2019-10-09,10,2019,20:09,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,JIA,PSA AIRLINES, N556NN, 5223,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,4000.0,,14.0,,,,,,,,False,False,N,,,,Z9002,Ruby-crowned kinglet,Aircraft reportedly struck a bird at 4000ft AGL during approach to land on runway 36C at KCLT and continued landing without incident.  Evidence of the strike was found on the nose of the aircraft during post-flight inspection and CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,20.0,October,Ruby-crowned kinglet,Land animal
976227,2019-10-09,10,2019,10:00,Day,N52  ,JAARS-Townsend Airport, 4,,,BUS,BUSINESS, N52062, ,C-172,226,7.0,7.0,10.0,A  ,1.0,A,1.0,Approach,10.0,70.0,0.0,Some Cloud, None,,,,,,False,True,M?,, None,,YM1102,American crow,Slight damage to right wing leading edge. NOTE: OWNER/ OPERATOR= RPM INC FLYING CLUB/ STANLEY JAMES CHORVAT,False,False,No, 1, 1,Medium,,,,FAA Form 5200-7,Airport Operations,Single-engine,10.0,October,American crow,Land animal
946680,2019-10-08,10,2019,20:00,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, N978UY, 639,A-321,04A,7.0,23.0,1.0,A  ,4.0,D,2.0,Approach,,,,,,,,,,,False,False,N,,,,ZS015,Cape May warbler,Aircraft reportedly struck a bird during approach to land on runway 36L at KCLT and continued landing without incident.  Evidence of the strike was found on the nose of the aircraft during inspection between flights.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,20.0,October,Cape May warbler,Flying animal
946684,2019-10-08,10,2019,17:00,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, , 498,A-321,04A,7.0,,,A  ,4.0,D,2.0,Approach,300.0,140.0,,Overcast, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"CLT AIRSIDE OPS REMARKS: aircraft landed without incident after striking a bird at 300ft AGL during final approach to land on runway 36L at KCLT.  Evidence of the strike was found on the nose of the aircraft during post-flight inspection and CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.Smithsonian Wildlife/Species Identification: Insect (Insecta) but one bird/wildlife marked as seen, unknown small.",True,False,Unknown, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,17.0,October,Unknown flying animal,Flying animal
946607,2019-10-08,10,2019,10:00,Night,KJQF,CONCORD REGIONAL ARPT, 2,,,BUS,BUSINESS, N505D, ,GULFSTREAM V,421,10.0,9.0,3.0,A  ,4.0,D,2.0,Approach,,,10.0,Overcast, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,I was informed from the Pilots that the strike happened about 10 miles away from Concord Padgett Regional Airport.ASSUME 1 STRUCK. OWNER/OPERATOR = WARBLER LLC,False,False,Unknown, , 1,,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,10.0,October,Unknown flying animal,Flying animal
994418,2019-10-07,10,2019,08:15,,KMWK,MOUNT AIRY/SURRY COUNTY ARPT, 18,,,BUS,BUSINESS, N121LJ, ,LEARJET-31,395,9.0,19.0,1.0,A  ,2.0,D,2.0,Take-off Run,0.0,120.0,0.0,Some Cloud, None,,,,,,False,False,N,engine #1 nacelle," None, Precautionary Landing",,UNKBM,Unknown bird - medium,Damage unknown core of engine. ON TAKEOFF ROLL RWY 18 AT MWK N121LJ TOOK BIRD STRIKE TO #1 ENGINE NACELLE. ENGINE WAS NOT SHUT DOWN BUT AS PRECAUTION AIRCRAFT LANDED AT GSO RWY 23L WITH OUT INCIDENT. ALERT ONE WAS CALLED AT 1220Z DUE TO AIRCRAFT BEING OVERWEIGHT WITH 3800LBS FUEL AND 9 SOB. ALERT CANCELLED AT 1232Z. FAA 5200-7 COMPLETED. NOTE: OWNER/ OPERATOR= BANK OF UTAH TRUSTEE/ RENFRO CORP.,False,False,No, 2-10, 1,Medium,,,*** Strike Report: XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXX  [ Comment: ] )  Merged From ( Report ID: XXXX  [ Comment: ] ) on Jul  X XXXX XX:XXAM By mahalah.e.schank@usda.gov ***   GSO-M-XXXX/XX/XX-XXXX,Multiple,Other,Multi-engine,8.0,October,Unknown flying animal,Flying animal
946177,2019-10-06,10,2019,10:30,Day,KRDU,RALEIGH-DURHAM INTL, 23L,,,AAL,AMERICAN AIRLINES, N346PR, 1478,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,160.0,,Some Cloud, None,,,,,,True,False,N,, None,,UNKBS,Unknown bird - small,Possible Eng 1 bird strike 300 ft on final 23L.  Odor through bleed system.Cluster of smaller black birds on final 300 ft.  We got an odor from the Engine almost immediately. assume 1 struck.,False,False,Unknown, 2-10, 1,Small,,,,FAA Form 5200-7-E,Pilot,Multi-engine,10.0,October,Unknown flying animal,Flying animal
946228,2019-10-06,10,2019,16:45,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,JIA,PSA AIRLINES, N593NN, 5125,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,1300.0,140.0,3.0,Some Cloud, None,,,,,,False,False,N,"Flaps, left engine cowl", None,,UNKB,Unknown bird,"CLT AIRSIDE OPS REMARKS: flight crew reported strike to CLT Air Traffic Control and landed without incident.  CLT Airside Ops was not informed of the strike by either ATC or PSA Airlines, therefore no sample was collected for species ID.ASSUME 1 STRUCK.",False,False,Unknown, , 1,,,,,FAA Form 5200-7-E,Pilot,Multi-engine,16.0,October,Unknown flying animal,Flying animal
993004,2019-10-06,10,2019,11:30,,KRDU,RALEIGH-DURHAM INTL, 23,,,DAL,DELTA AIR LINES, , 550,B-717-200,148,45.0,9.0,6.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,,,,,,,,False,False,N,PART NOT REPORTED,,,UNKB,Unknown bird,"DAL550/B717, ATL to RDU, reported a bird strike on roll out landing RWY 23L at RDU. No damage reported and RDUAA did not find any remains on the RWY. FAA Form: 5200-7 completed. Birds were broadcasted on the ATIS. Normal ATC services. ",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,11.0,October,Unknown flying animal,Flying animal
946173,2019-10-05,10,2019,08:08,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, N926NN, 530,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,,,,,,False,False,N,Left side fuselage just aft of the pilot's window., None,,ZX309,White-crowned sparrow,Aircraft reportedly struck a bird during approach to land on runway 36L at KCLT and continued landing without incident.  Evidence of the strike was found on the left side of the fuselage just aft of the pilot's window during inspection between flights.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,8.0,October,White-crowned sparrow,Flying animal
935803,2019-10-04,10,2019,11:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,1C2,Microbats,One small bat carcass was found by CLT Airside Ops personnel during an unrelated runway inspection on the South end of runway 18R/36L.  No aircraft reported striking wildlife to CLT Airside Ops.  Carcass was removed and discarded.,True,False,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,11.0,October,Microbats,Land animal
935804,2019-10-04,10,2019,11:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,1C2,Microbats,One small bat carcass was found by CLT Airside Ops personnel during an unrelated runway inspection on the North end of runway 18R/36L. No aircraft reported striking wildlife to CLT Airside Ops. Carcass was removed and discarded.,True,False,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,11.0,October,Microbats,Land animal
935772,2019-10-04,10,2019,22:40,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,AAL,AMERICAN AIRLINES, N123AW, 1764,A-320,04A,3.0,,,A  ,4.0,D,2.0,Climb,2500.0,200.0,5.0,No Cloud, None,,,500.0,,500.0,False,False,N,, None,,UNKBM,Unknown bird - medium,North of airport.Blood and feathers collected at KPBI by AA contract MX. Submitted IAW normal AA policy.,False,False,No, 1, 1,Medium,,,,FAA Form 5200-7-E,Pilot,Multi-engine,22.0,October,Unknown flying animal,Flying animal
992983,2019-10-04,10,2019,21:01,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,JIA,PSA AIRLINES, , 5406,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Climb,7000.0,,,,,,,,,,False,False,N,,,,UNKB,Unknown bird,"JIA5406, CRJ9, REPORTED BIRD STRIKE ON LEFT SIDE OF WINDSCREEN AT 7,000 AT CLT290100 AT 0101Z.  CREW REPORTED NO ISSUES AND CONTINUED TO CHA.  CAPTAIN CALLED AFTER POST FLIGHT INSPECTION TO REPORT NO DAMAGE.  ",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,21.0,October,Unknown flying animal,Flying animal
992969,2019-10-03,10,2019,21:40,Night,KAVL,ASHEVILLE REGIONAL ARPT, ,,,SKW,SKYWEST AIRLINES, , 5060,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Approach,6000.0,,,,,,,,,,False,False,,,,,UNKB,Unknown bird,"After SKW5060 landed and was taxiing into the commercial ramp on taxiway alpha when he reported that he had encountered a bird strike when at 6000 ft in the downwind. It appeared to hit the windscreen and they were unaware of any significant damage. Continued into parking, no assistance.",False,False,Unknown, , 1,,,,,MOR,Tower,Multi-engine,21.0,October,Unknown flying animal,Flying animal
